#ProfileFileVersion=2.6
#ProfilerVersion=2.6.2153
#Application=/home/lifxu/Desktop/github/PIM/SPGK/spk.exe
#ApplicationArgs=-directory /home/lifxu/Desktop/github/personal/graph_gen/output -platform 1 -gk 0 -option 5 -vertex 0 -gauss 0.1
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   Platform Vendor=Advanced Micro Devices, Inc.
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   Platform Name=AMD Accelerated Parallel Processing
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   Platform Version=OpenCL 1.2 AMD-APP (1124.2)
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   CLDriver Version=1124.2 (sse2,avx,fma4)
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   CLRuntime Version=OpenCL 1.2 AMD-APP (1124.2)
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   NumberAppAddressBits=64
#Device Tahiti Platform Vendor=Advanced Micro Devices, Inc.
#Device Tahiti Platform Name=AMD Accelerated Parallel Processing
#Device Tahiti Platform Version=OpenCL 1.2 AMD-APP (1124.2)
#Device Tahiti CLDriver Version=1124.2 (VM)
#Device Tahiti CLRuntime Version=OpenCL 1.2 AMD-APP (1124.2)
#Device Tahiti NumberAppAddressBits=32
#OS Version=CentOS release 6.4 (Final)
#DisplayName=
#ListSeparator=,
Method, ExecutionOrder, ThreadID, CallIndex, GlobalWorkSize, WorkGroupSize, Time, LocalMemSize, VGPRs, SGPRs, ScratchRegs, FCStacks, Wavefronts, VALUInsts, SALUInsts, VFetchInsts, SFetchInsts, VWriteInsts, LDSInsts, VALUUtilization, VALUBusy, SALUBusy, FetchSize, CacheHit, MemUnitBusy, MemUnitStalled, WriteUnitStalled, LDSBankConflict, WriteSize, GDSInsts
vertex_gauss_multiplim_3__k1_Tahiti1, 319, 2854, 0, {     64      64       1}, {   16    16     1},         0.01289, 0, 18, 28, 0, NA,        64.00,       106.69,         8.06,         4.88,        13.25,         0.81,         0.00,        77.75,         1.92,         0.15,         4.31,        70.76,         1.75,         0.12,         0.00,         0.00,         0.00,         0.00
edge_kernel_multipim_3__k2_Tahiti1, 320, 2855, 0, {   1280       1       1}, {  128     1     1},         2.34415, 0, 17, 52, 0, NA,        20.00,     53924.00,     14705.00,     12255.00,        25.00,         1.00,         0.00,        95.70,         2.42,         0.86,        78.81,        99.12,        16.13,         0.00,         0.00,         0.00,         0.00,         0.00
reduce__k3_Tahiti1, 321, 2856, 0, {   1280       1       1}, {  128     1     1},         0.00933, 1024, 8, 16, 0, NA,        20.00,        43.50,        52.50,         1.00,         8.50,         0.50,        24.00,        53.14,         0.31,         0.69,        10.31,        30.71,         0.79,         0.02,         0.00,         0.02,         0.00,         0.00
vertex_gauss_multiplim_3__k1_Tahiti1, 322, 2857, 0, {     64      64       1}, {   16    16     1},         0.01289, 0, 18, 28, 0, NA,        64.00,       106.69,         8.06,         4.88,        13.25,         0.81,         0.00,        77.75,         1.91,         0.15,         4.31,        70.45,         1.72,         0.12,         0.00,         0.00,         0.00,         0.00
edge_kernel_multipim_3__k2_Tahiti1, 323, 2858, 0, {   1280       1       1}, {  128     1     1},         2.34178, 0, 17, 52, 0, NA,        20.00,     53924.00,     14705.00,     12255.00,        25.00,         1.00,         0.00,        95.70,         2.42,         0.85,        78.94,        99.12,        16.27,         0.00,         0.00,         0.00,         0.00,         0.00
reduce__k3_Tahiti1, 324, 2859, 0, {   1280       1       1}, {  128     1     1},         0.00919, 1024, 8, 16, 0, NA,        20.00,        43.50,        52.50,         1.00,         8.50,         0.50,        24.00,        53.14,         0.31,         0.69,        10.31,        27.39,         0.78,         0.02,         0.00,         0.02,         0.00,         0.00
vertex_gauss_multiplim_3__k1_Tahiti1, 325, 2860, 0, {     64      64       1}, {   16    16     1},         0.01289, 0, 18, 28, 0, NA,        64.00,       106.69,         8.06,         4.88,        13.25,         0.81,         0.00,        77.75,         1.94,         0.15,         4.31,        70.61,         1.72,         0.12,         0.00,         0.00,         0.00,         0.00
edge_kernel_multipim_3__k2_Tahiti1, 326, 2861, 0, {   1280       1       1}, {  128     1     1},         2.35555, 0, 17, 52, 0, NA,        20.00,     53924.00,     14705.00,     12255.00,        25.00,         1.00,         0.00,        95.70,         2.42,         0.85,        78.81,        99.12,        16.15,         0.00,         0.00,         0.00,         0.00,         0.00
reduce__k3_Tahiti1, 327, 2862, 0, {   1280       1       1}, {  128     1     1},         0.00919, 1024, 8, 16, 0, NA,        20.00,        43.50,        52.50,         1.00,         8.50,         0.50,        24.00,        53.14,         0.31,         0.69,        10.31,        19.71,         0.78,         0.02,         0.00,         0.02,         0.00,         0.00
vertex_gauss_multiplim_3__k1_Tahiti1, 328, 2863, 0, {     64      64       1}, {   16    16     1},         0.01304, 0, 18, 28, 0, NA,        64.00,       106.69,         8.06,         4.88,        13.25,         0.81,         0.00,        77.75,         3.04,         0.24,         4.31,        71.26,         2.69,         0.19,         0.00,         0.00,         0.00,         0.00
edge_kernel_multipim_3__k2_Tahiti1, 329, 2864, 0, {   1280       1       1}, {  128     1     1},         2.33674, 0, 17, 52, 0, NA,        20.00,     53924.00,     14705.00,     12255.00,        25.00,         1.00,         0.00,        95.70,         2.43,         0.86,        78.94,        99.12,        16.40,         0.00,         0.00,         0.00,         0.00,         0.00
reduce__k3_Tahiti1, 330, 2865, 0, {   1280       1       1}, {  128     1     1},         0.00919, 1024, 8, 16, 0, NA,        20.00,        43.50,        52.50,         1.00,         8.50,         0.50,        24.00,        53.14,         0.31,         0.69,        10.31,        23.74,         0.79,         0.02,         0.00,         0.02,         0.00,         0.00
